1021,suburb,郊外
1022,architecture,建築
1023,passion,情熱
1024,cancer,ガン
1025,logic,論理
1026,dozen,ダース
792,guilty,有罪の、罪の意識がある
793,vital,きわめて重要な、必要な、活気のある
794,fellow,仲間の
795,contemporary,現代の
796,annual,年に１度の、１年間の
797,accustomed,慣れた
798,steady,しっかりした
799,dull,退屈させる
800,keen,熱望して、鋭い
801,loose,ゆるい
802,delicate,繊細な、微妙で難しい
803,internal,内部の、国内の
804,casual,形式ばらない、気楽な
805,mature,成熟した
806,concrete,具体的な
807,awful,ひどい
808,exhausted,疲れ切っている
809,overall,全面的な、全体的な
810,tight,引き締まった、きつい
811,prime,最も重要な、主要な
812,genuine,本物の、真の、心からの
813,modest,控えめな、謙虚な、わずかな
814,intimate,親密な
815,minimum,最小限の
816,sophisticated,高度な
817,latter,後者の
818,bitter,苦い、つらい、腹を立てた
819,peculiar,独特の、固有の
820,passive,受動的な、消極的な
821,ethnic,民族的な、民族の
822,noble,高貴な
823,vain,むだな
824,innocent,無罪の、罪のない、無邪気な
825,underlying,根本的な
826,alien,外国の、異質な
827,relevant,関連のある
828,inclined,Ｖする傾向がある、Ｖしたい気がある
829,awkward,気まずい
830,brilliant,すばらしい
831,desperate,必死の
832,refreshing,さわやかな
833,thrilled,とてもうれしい
834,inner,内側の
835,consistent,矛盾のない、一致した
836,plain,明白な、わかりやすい
837,vivid,鮮やかな
838,miserable,惨めな
839,substantial,相当な、多大な
840,fond,Aが好きだ
841,FALSE,まちがいの
842,lazy,怠惰な
843,precisely,正確に、まさに、ちょうど
844,meanwhile,その間に
845,altogether,完全に
846,lately,最近
847,barely,かろうじて
848,scarcely,ほとんど～ない
849,accordingly,それ相応に
850,deliberately,わざと
851,beneath,～の下で
852,whereas,～だが一方
1112,pale,青白い
1113,precious,貴重な
1114,loyal,忠実な
1115,isolated,孤立している
1116,generous,気前のよい
1117,tropical,熱帯
1118,reluctant,したがらない
1119,vague,漠然とした
1120,vast,広大な
1121,numerous,たくさんの
1122,rural,田舎の
1123,widespread,広まっている
1124,complicated,複雑な
1125,visible,目に見える
1126,raw,生の
1127,remote,へんぴな
1128,urgent,緊急の
1129,silly,ばかな
1130,striking,いちじるしい
1131,adequate,十分な
1132,extraordinary,並外れた
1133,odd,おかしな
1134,abstract,抽象的な
1135,mutual,相互の
1136,excessive,過度の
1137,ashamed,恥ずかしい
1138,tremendous,とてつもない
1139,inevitable,避けられない
1140,pure,純
1141,stable,安定した
1142,indifferent,無関心だ
1143,aggressive,攻撃的な
1144,ultimate,究極の
1145,shy,内気な
1146,solar,太陽
1147,profound,深い
1148,subtle,微妙な
1149,conservative,保守
1150,brave,勇敢な
1151,intense,強烈な
1152,alcoholic,アルコールの
1153,manual,手を使う
1154,cruel,残酷な
1155,rational,理性的な
1156,initial,最初の
1157,immune,免疫
1158,linguistic,言語の
1159,crucial,重大な
1160,verbal,言葉による
1161,optimistic,楽観的な
1162,flexible,柔軟な
1163,grateful,感謝している
1164,lively,生き生きとした
1165,overwhelming,圧倒的な
1166,abundant,豊富な
1167,selfish,利己的な
1168,ugly,みにくい
1169,racial,人種の
1170,prominent,有名な
1171,controversial,物議を呼ぶ
1172,federal,連邦の
1173,ridiculous,ばかげた
1174,imaginary,架空の
1175,harsh,厳しい
1176,random,無作為な
1177,adolescent,思春期の
1178,up-to-date,最新の
1179,liberal,自由主義の
1180,prior,前の
1181,moderate,適度な
1182,fluent,流ちょうな
1183,elaborate,手の込んだ
1184,incredible,信じられない
1185,radical,根本的な
1186,acid,酸性の
1187,deaf,耳が不自由な
1188,medieval,中世の
1189,ecological,生態
1190,slight,少しの
1191,ignorant,無知な
1192,cognitive,認知
1193,absolutely,絶対に
1194,virtually,ほとんど
1195,somewhat,多少
1196,merely,単に
1197,literally,文字通り
1198,seemingly,一見
1199,regardless,関係なく
1200,thoroughly,徹底的に
